name,dataset,executions,feats,selected,jaccard,hamming,dice,kuncheva,spearman,canberra,pearson
KruskallWallisFilter,Prostate_GSE6919_U95C,10,12646,50,0.12831169026639436,0.8716883097336056,0.22355555555555556,0.22047344836103172,0.22053597834930558,81.97221174572864,-0.734411993373348
KruskallWallisFilter,Prostate_GSE6919_U95C,10,12646,100,0.19711827787989195,0.8028817221201081,0.3266666666666667,0.3212997502524045,0.321567138955621,147.63116967532804,-0.5946840188991992
KruskallWallisFilter,Prostate_GSE6919_U95C,10,12646,200,0.23623697686557468,0.7637630231344252,0.3801111111111111,0.3701498562679665,0.3712204143996295,276.0755128560446,-0.45726356443080096
Lasso,Prostate_GSE6919_U95C,10,12646,5,0.030864197530864196,0.9691358024691359,0.053333333333333344,0.0529588903831448,0.052944221104558035,9.6258041841757,-0.9333407462032897
Lasso,Prostate_GSE6919_U95C,10,12646,10,0.048801742919389976,0.9511982570806099,0.08888888888888889,0.08816784495796841,0.08815169223329707,18.726702176996362,-0.8723006483548307
Lasso,Prostate_GSE6919_U95C,10,12646,20,0.07051451963732665,0.9294854803626731,0.12777777777777777,0.1263961490399,0.12639919325562046,36.17528828092151,-0.8020933558574626
Lasso,Prostate_GSE6919_U95C,10,12646,50,0.12866117828127463,0.8713388217187253,0.22088888888888888,0.21779619632334782,0.21760524715008348,80.41414200942144,-0.7374142857512507
Lasso,Prostate_GSE6919_U95C,10,12646,100,0.4233232059968322,0.5766767940031678,0.5915555555555555,0.5882999805161451,0.5873468288344271,91.15979410108032,-0.5548736434396795
Lasso,Prostate_GSE6919_U95C,10,12646,200,0.6833777744218523,0.3166222255781476,0.8108888888888889,0.8078499830378345,0.8064939851637264,94.90372151759999,-0.43343340049333495
RandomForest,Prostate_GSE6919_U95C,30,12646,5,0.01547162926473271,0.9845283707352674,0.02620689655172414,0.025821724056095525,0.02578676743966185,9.79539533853367,-0.9073038790906022
RandomForest,Prostate_GSE6919_U95C,30,12646,10,0.020254518423622726,0.9797454815763772,0.037471264367816094,0.0367095290594652,0.03666402807650781,19.416310254964134,-0.8586068358128978
RandomForest,Prostate_GSE6919_U95C,30,12646,20,0.023556305951950237,0.9764436940480498,0.04471264367816092,0.043199437031048865,0.04315346545282649,38.587787403924544,-0.792942541786634
RandomForest,Prostate_GSE6919_U95C,30,12646,50,0.029540297650824155,0.9704597023491758,0.056643678160919544,0.05289901191036745,0.0529069819263286,95.28929149460906,-0.722358239108978
RandomForest,Prostate_GSE6919_U95C,30,12646,100,0.035108834251055855,0.9648911657489441,0.06726436781609196,0.059829841814307255,0.059914788804908393,188.21486682747414,-0.6796607336428022
RandomForest,Prostate_GSE6919_U95C,30,12646,200,0.03339007907865426,0.9666099209213457,0.0643448275862069,0.049309391744751116,0.04957752965643044,374.2230926426958,-0.6089718241862467
SVMRFE,Prostate_GSE6919_U95C,3,12646,5,0.037037037037037035,0.9629629629629629,0.06666666666666667,0.06629749756084698,0.06626283399494458,9.3780175770466,
SVMRFE,Prostate_GSE6919_U95C,3,12646,10,0.017543859649122806,0.9824561403508771,0.03333333333333333,0.032568323309064055,0.03255506222907093,19.366757808024264,
SVMRFE,Prostate_GSE6919_U95C,3,12646,20,0.02609086819613135,0.9739091318038686,0.05000000000000001,0.04849516869950895,0.048483519098681836,38.10568471120963,
SVMRFE,Prostate_GSE6919_U95C,3,12646,50,0.06025509036833676,0.9397449096316631,0.11333333333333334,0.10981369747009632,0.10984044863540747,90.55410251593794,
SVMRFE,Prostate_GSE6919_U95C,3,12646,100,0.09304957131044088,0.9069504286895591,0.17,0.16338434560816195,0.1635672190852879,172.98854375191559,
SVMRFE,Prostate_GSE6919_U95C,3,12646,200,0.1278574596718756,0.8721425403281243,0.22666666666666666,0.21423964861535164,0.2147569998215246,324.62723698771134,
Sensitivity,Prostate_GSE6919_U95C,30,12646,5,0.0020434227330779057,0.997956577266922,0.00367816091954023,0.0032840774454952733,0.0032488176197853847,9.967315932277645,-0.9920920956965201
Sensitivity,Prostate_GSE6919_U95C,30,12646,10,0.0032802312294145323,0.9967197687705855,0.0062068965517241385,0.005420418945323159,0.005371540203548964,19.888036589075444,-0.9869927092877688
Sensitivity,Prostate_GSE6919_U95C,30,12646,20,0.005168787382943463,0.9948312126170566,0.009999999999999998,0.008431807381593538,0.00839146114630799,39.63688606507252,-0.9802436389571111
Sensitivity,Prostate_GSE6919_U95C,30,12646,50,0.007848732892300751,0.9921512671076992,0.015402298850574713,0.01149392436204889,0.011462341012963999,98.44465010134259,-0.9699342186718465
Sensitivity,Prostate_GSE6919_U95C,30,12646,100,0.013978420791375411,0.9860215792086244,0.027402298850574713,0.019650045533585833,0.019634290116418488,194.20964631726957,-0.9534846314307592
Sensitivity,Prostate_GSE6919_U95C,30,12646,200,0.022936513026841777,0.9770634869731581,0.04464367816091954,0.029291656276955527,0.0293091995490782,380.0074206103829,-0.9288236944478484
VAE,Prostate_GSE6919_U95C,30,12646,5,0.0,1.0,0.0,-0.0003955383276639506,-0.000432588285007256,9.996541706245395,-0.9977300969030592
VAE,Prostate_GSE6919_U95C,30,12646,10,0.00012099213551119177,0.9998790078644887,0.00022988505747126439,-0.0005613226941451722,-0.0006048221475367207,19.980858615595682,-0.9972147863525263
VAE,Prostate_GSE6919_U95C,30,12646,20,0.0004715590922487474,0.9995284409077513,0.0009195402298850575,-0.0006630361359792142,-0.0007006519734661874,39.9064066114232,-0.9963192714625599
VAE,Prostate_GSE6919_U95C,30,12646,50,0.0016974815004371655,0.9983025184995629,0.00335632183908046,-0.0005998693254198558,-0.0006414676459697257,99.34306464179532,-0.9932737674477377
VAE,Prostate_GSE6919_U95C,30,12646,100,0.003534352070662187,0.9964656479293378,0.007011494252873562,-0.0009032873966332638,-0.0009431184051618572,197.3218932049664,-0.9889802173992365
VAE,Prostate_GSE6919_U95C,30,12646,200,0.007734627036810616,0.9922653729631894,0.015310344827586208,-0.0005130467066000984,-0.0005578440405293977,388.92517057034524,-0.9797171762952366
