Autoencoder,ChannelAttention,IntegratedGradients,KruskallWallisFilter,Lasso,RandomForest,SVMRFE,Sensitivity,VAE
1.0,0.6155949511440176,0.05706162767385159,0.1719659767186974,0.0008333402949113333,0.3965886621709078,1.4864755721877287e-05,0.05706162767385159,0.9994284572715162
0.6155949511440176,1.0,0.964720104077505,0.9982498727768135,0.33040707458851315,0.9999971604487651,0.04165466386802208,0.964720104077505,0.9413969365693622
0.05706162767385159,0.964720104077505,1.0,0.9999733630512573,0.9647201040775049,0.9955288657768405,0.5413452063690801,1.0,0.2704259235544446
0.1719659767186974,0.9982498727768135,0.9999733630512573,1.0,0.8154197698844572,0.9999733630512573,0.2704259235544446,0.9999733630512573,0.5413452063690801
0.0008333402949113333,0.33040707458851315,0.9647201040775049,0.8154197698844572,1.0,0.5413452063690801,0.9955288657768405,0.9647201040775049,0.010233812583968382
0.3965886621709078,0.9999971604487651,0.9955288657768405,0.9999733630512573,0.5413452063690801,1.0,0.10227152031709708,0.9955288657768405,0.8154197698844572
1.4864755721877287e-05,0.04165466386802208,0.5413452063690801,0.2704259235544446,0.9955288657768405,0.10227152031709708,1.0,0.5413452063690801,0.0003268369442338548
0.05706162767385159,0.964720104077505,1.0,0.9999733630512573,0.9647201040775049,0.9955288657768405,0.5413452063690801,1.0,0.2704259235544446
0.9994284572715162,0.9413969365693622,0.2704259235544446,0.5413452063690801,0.010233812583968382,0.8154197698844572,0.0003268369442338548,0.2704259235544446,1.0
