name,dataset_name,num_selected,processing_time
Autoencoder,Prostate_GSE6919_U95C,12646,33.89815010721721
ChannelAttention,Prostate_GSE6919_U95C,12646,12.661516401502821
IntegratedGradients,Prostate_GSE6919_U95C,12646,11.44728752544948
KruskallWallisFilter,Prostate_GSE6919_U95C,12646,7.682140463874454
Lasso,Prostate_GSE6919_U95C,12646,0.6736664090837751
RandomForest,Prostate_GSE6919_U95C,12646,0.34085800912645126
SVMRFE,Prostate_GSE6919_U95C,12646,778.3341676507678
Sensitivity,Prostate_GSE6919_U95C,12646,10.075738433807615
VAE,Prostate_GSE6919_U95C,12646,8.992304215355524
